Œ^Ž®,ƒ}ƒNƒ”Ô†,³“š,o—Í
FPSTA10-P10-L12-B6,#184,,120
FPSTA10-P10-L12-B6,#185,,<-- is not numeric
FPSTA10-P10-L12-B6,#185,,2500
FPSTA10-P10-L12-B6,#186,,<-- is not numeric
FPSTA10-P10-L12-B6,#186,,0.1
FPSTA10-P10-L12-B6,#187,,<-- is not numeric
FPSTA10-P10-L12-B6,#188,,<-- is not numeric
FPSTA10-P10-L12-B6,#188,,4000
FPSTA10-P10-L12-B6,#189,,<-- is not numeric
FPSTA10-P10-L12-B6,#189,,0.05
FPSTA10-P10-L12-B6,#190,,<-- is not numeric
FPSTA10-P10-L12-B6,#191,,<-- is not numeric
FPSTA10-P10-L12-B6,#191,,160
FPSTA10-P10-L12-B6,#192,,<-- is not numeric
FPSTA10-P10-L12-B6,#192,,4000
FPSTA10-P10-L12-B6,#193,,<-- is not numeric
FPSTA10-P10-L12-B6,#193,,0.08
FPSTA10-P10-L12-B6,#194,,<-- is not numeric
FPSTA10-P10-L12-B6,#194,,1
FPSTA10-P10-L12-B6,#195,,<-- is not numeric
FPSTA10-P10-L12-B6,#196,,<-- is not numeric
FPSTA10-P10-L12-B6,#196,,160
FPSTA10-P10-L12-B6,#197,,<-- is not numeric
FPSTA10-P10-L12-B6,#197,,4000
FPSTA10-P10-L12-B6,#198,,<-- is not numeric
FPSTA10-P10-L12-B6,#198,,0.05
FPSTA10-P10-L12-B6,#199,,<-- is not numeric
FPSTA10-P10-L12-B6,#199,,0.1
FPSTA10-P10-L12-B6,#500,,<-- is not numeric
FPSTA10-P10-L12-B6,#501,,<-- is not numeric
FPSTA10-P10-L12-B6,#502,,<-- is not numeric
FPSTA10-P10-L12-B6,#503,,<-- is not numeric
FPSTA10-P10-L12-B6,#504,,<-- is not numeric
FPSTA10-P10-L12-B6,#504,,3551
FPSTA10-P10-L12-B6,#505,,<-- is not numeric
FPSTA10-P10-L12-B6,#505,,22
FPSTA10-P10-L12-B6,#506,,<-- is not numeric
FPSTA10-P10-L12-B6,#507,,<-- is not numeric
FPSTA10-P10-L12-B6,#507,,3552
FPSTA10-P10-L12-B6,#508,,<-- is not numeric
FPSTA10-P10-L12-B6,#508,,24
FPSTA10-P10-L12-B6,#509,,<-- is not numeric
FPSTA10-P10-L12-B6,#510,,<-- is not numeric
FPSTA10-P10-L12-B6,#510,,3553
FPSTA10-P10-L12-B6,#511,,<-- is not numeric
FPSTA10-P10-L12-B6,#511,,26
FPSTA10-P10-L12-B6,#512,,<-- is not numeric
FPSTA10-P10-L12-B6,#513,,<-- is not numeric
FPSTA10-P10-L12-B6,#513,,3551
FPSTA10-P10-L12-B6,#514,,<-- is not numeric
FPSTA10-P10-L12-B6,#515,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#100,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#100,,12
FPSTA10-P8.52-L12-B6.4,#101,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#101,,1
FPSTA10-P8.52-L12-B6.4,#102,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#102,,10
FPSTA10-P8.52-L12-B6.4,#103,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#103,,8.52
FPSTA10-P8.52-L12-B6.4,#104,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#104,,12
FPSTA10-P8.52-L12-B6.4,#105,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#105,,6.4
FPSTA10-P8.52-L12-B6.4,#106,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#106,,0.5
FPSTA10-P8.52-L12-B6.4,#107,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#107,,5
FPSTA10-P8.52-L12-B6.4,#108,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#108,,1
FPSTA10-P8.52-L12-B6.4,#109,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#109,,15
FPSTA10-P8.52-L12-B6.4,#110,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#111,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#112,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#112,,21.7
FPSTA10-P8.52-L12-B6.4,#113,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#113,,0.15
FPSTA10-P8.52-L12-B6.4,#114,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#114,,0.17
FPSTA10-P8.52-L12-B6.4,#115,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#115,,0.13
FPSTA10-P8.52-L12-B6.4,#116,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#116,,1.7
FPSTA10-P8.52-L12-B6.4,#117,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#117,,14.5
FPSTA10-P8.52-L12-B6.4,#118,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#118,,2.944
FPSTA10-P8.52-L12-B6.4,#119,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#119,,9.6
FPSTA10-P8.52-L12-B6.4,#120,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#121,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#121,,1.6
FPSTA10-P8.52-L12-B6.4,#122,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#122,,6.9123
FPSTA10-P8.52-L12-B6.4,#123,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#124,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#124,,3
FPSTA10-P8.52-L12-B6.4,#125,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#125,,0.3
FPSTA10-P8.52-L12-B6.4,#126,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#126,,1.78
FPSTA10-P8.52-L12-B6.4,#127,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#128,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#128,,100
FPSTA10-P8.52-L12-B6.4,#129,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#129,,202
FPSTA10-P8.52-L12-B6.4,#130,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#130,,303
FPSTA10-P8.52-L12-B6.4,#131,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#131,,1
FPSTA10-P8.52-L12-B6.4,#132,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#132,,502
FPSTA10-P8.52-L12-B6.4,#133,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#133,,602
FPSTA10-P8.52-L12-B6.4,#134,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#134,,700
FPSTA10-P8.52-L12-B6.4,#135,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#135,,800
FPSTA10-P8.52-L12-B6.4,#136,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#136,,903
FPSTA10-P8.52-L12-B6.4,#137,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#137,,1000
FPSTA10-P8.52-L12-B6.4,#138,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#138,,1100
FPSTA10-P8.52-L12-B6.4,#139,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#140,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#141,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#142,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#142,,200
FPSTA10-P8.52-L12-B6.4,#143,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#143,,5000
FPSTA10-P8.52-L12-B6.4,#144,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#144,,0.08
FPSTA10-P8.52-L12-B6.4,#145,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#146,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#147,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#148,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#149,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#150,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#151,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#151,,1380
FPSTA10-P8.52-L12-B6.4,#152,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#152,,0.13
FPSTA10-P8.52-L12-B6.4,#153,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#154,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#154,,460
FPSTA10-P8.52-L12-B6.4,#155,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#155,,0.14
FPSTA10-P8.52-L12-B6.4,#156,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#157,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#157,,950
FPSTA10-P8.52-L12-B6.4,#158,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#158,,0.8
FPSTA10-P8.52-L12-B6.4,#159,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#160,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#160,,200
FPSTA10-P8.52-L12-B6.4,#161,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#161,,6000
FPSTA10-P8.52-L12-B6.4,#162,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#162,,0.1
FPSTA10-P8.52-L12-B6.4,#163,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#164,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#164,,80
FPSTA10-P8.52-L12-B6.4,#165,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#165,,3000
FPSTA10-P8.52-L12-B6.4,#166,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#166,,0.1
FPSTA10-P8.52-L12-B6.4,#167,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#168,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#168,,80
FPSTA10-P8.52-L12-B6.4,#169,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#169,,3000
FPSTA10-P8.52-L12-B6.4,#170,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#170,,0.1
FPSTA10-P8.52-L12-B6.4,#171,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#172,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#172,,200
FPSTA10-P8.52-L12-B6.4,#173,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#173,,4000
FPSTA10-P8.52-L12-B6.4,#174,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#174,,0.12
FPSTA10-P8.52-L12-B6.4,#175,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#176,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#177,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#178,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#179,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#180,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#180,,120
FPSTA10-P8.52-L12-B6.4,#181,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#181,,3000
FPSTA10-P8.52-L12-B6.4,#182,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#182,,0.08
FPSTA10-P8.52-L12-B6.4,#183,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#184,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#184,,120
FPSTA10-P8.52-L12-B6.4,#185,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#185,,2500
FPSTA10-P8.52-L12-B6.4,#186,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#186,,0.1
FPSTA10-P8.52-L12-B6.4,#187,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#188,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#188,,4000
FPSTA10-P8.52-L12-B6.4,#189,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#189,,0.05
FPSTA10-P8.52-L12-B6.4,#190,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#191,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#191,,160
FPSTA10-P8.52-L12-B6.4,#192,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#192,,4000
FPSTA10-P8.52-L12-B6.4,#193,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#193,,0.08
FPSTA10-P8.52-L12-B6.4,#194,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#194,,1
FPSTA10-P8.52-L12-B6.4,#195,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#196,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#196,,160
FPSTA10-P8.52-L12-B6.4,#197,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#197,,4000
FPSTA10-P8.52-L12-B6.4,#198,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#198,,0.05
FPSTA10-P8.52-L12-B6.4,#199,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#199,,0.1
FPSTA10-P8.52-L12-B6.4,#500,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#501,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#502,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#503,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#504,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#504,,3551
FPSTA10-P8.52-L12-B6.4,#505,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#505,,22
FPSTA10-P8.52-L12-B6.4,#506,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#507,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#507,,3552
FPSTA10-P8.52-L12-B6.4,#508,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#508,,24
FPSTA10-P8.52-L12-B6.4,#509,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#510,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#510,,3553
FPSTA10-P8.52-L12-B6.4,#511,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#511,,26
FPSTA10-P8.52-L12-B6.4,#512,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#513,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#513,,3551
FPSTA10-P8.52-L12-B6.4,#514,,<-- is not numeric
FPSTA10-P8.52-L12-B6.4,#515,,<-- is not numeric
FPSTD10-P10-L12-B6,#100,,<-- is not numeric
FPSTD10-P10-L12-B6,#100,,12
FPSTD10-P10-L12-B6,#101,,<-- is not numeric
FPSTD10-P10-L12-B6,#101,,1
FPSTD10-P10-L12-B6,#102,,<-- is not numeric
FPSTD10-P10-L12-B6,#102,,10
FPSTD10-P10-L12-B6,#103,,<-- is not numeric
FPSTD10-P10-L12-B6,#103,,10
FPSTD10-P10-L12-B6,#104,,<-- is not numeric
FPSTD10-P10-L12-B6,#104,,12
FPSTD10-P10-L12-B6,#105,,<-- is not numeric
FPSTD10-P10-L12-B6,#105,,6
FPSTD10-P10-L12-B6,#106,,<-- is not numeric
FPSTD10-P10-L12-B6,#106,,0.5
FPSTD10-P10-L12-B6,#107,,<-- is not numeric
FPSTD10-P10-L12-B6,#107,,5
FPSTD10-P10-L12-B6,#108,,<-- is not numeric
FPSTD10-P10-L12-B6,#108,,1
FPSTD10-P10-L12-B6,#109,,<-- is not numeric
FPSTD10-P10-L12-B6,#109,,15
FPSTD10-P10-L12-B6,#110,,<-- is not numeric
FPSTD10-P10-L12-B6,#111,,<-- is not numeric
FPSTD10-P10-L12-B6,#111,,2.2
FPSTD10-P10-L12-B6,#112,,<-- is not numeric
FPSTD10-P10-L12-B6,#112,,21.3
FPSTD10-P10-L12-B6,#113,,<-- is not numeric
FPSTD10-P10-L12-B6,#113,,0.15
FPSTD10-P10-L12-B6,#114,,<-- is not numeric
FPSTD10-P10-L12-B6,#114,,0.15
FPSTD10-P10-L12-B6,#115,,<-- is not numeric
FPSTD10-P10-L12-B6,#115,,0.15
FPSTD10-P10-L12-B6,#116,,<-- is not numeric
FPSTD10-P10-L12-B6,#116,,1.7
FPSTD10-P10-L12-B6,#117,,<-- is not numeric
FPSTD10-P10-L12-B6,#117,,14.5
FPSTD10-P10-L12-B6,#118,,<-- is not numeric
FPSTD10-P10-L12-B6,#118,,2.944
FPSTD10-P10-L12-B6,#119,,<-- is not numeric
FPSTD10-P10-L12-B6,#119,,9.6
FPSTD10-P10-L12-B6,#120,,<-- is not numeric
FPSTD10-P10-L12-B6,#120,,6.7828
FPSTD10-P10-L12-B6,#121,,<-- is not numeric
FPSTD10-P10-L12-B6,#121,,1.6
FPSTD10-P10-L12-B6,#122,,<-- is not numeric
FPSTD10-P10-L12-B6,#122,,8.3923
FPSTD10-P10-L12-B6,#123,,<-- is not numeric
FPSTD10-P10-L12-B6,#124,,<-- is not numeric
FPSTD10-P10-L12-B6,#124,,3
FPSTD10-P10-L12-B6,#125,,<-- is not numeric
FPSTD10-P10-L12-B6,#126,,<-- is not numeric
FPSTD10-P10-L12-B6,#126,,1.78
FPSTD10-P10-L12-B6,#127,,<-- is not numeric
FPSTD10-P10-L12-B6,#128,,<-- is not numeric
FPSTD10-P10-L12-B6,#128,,100
FPSTD10-P10-L12-B6,#129,,<-- is not numeric
FPSTD10-P10-L12-B6,#129,,202
FPSTD10-P10-L12-B6,#130,,<-- is not numeric
FPSTD10-P10-L12-B6,#130,,303
FPSTD10-P10-L12-B6,#131,,<-- is not numeric
FPSTD10-P10-L12-B6,#131,,1
FPSTD10-P10-L12-B6,#132,,<-- is not numeric
FPSTD10-P10-L12-B6,#132,,503
FPSTD10-P10-L12-B6,#133,,<-- is not numeric
FPSTD10-P10-L12-B6,#133,,603
FPSTD10-P10-L12-B6,#134,,<-- is not numeric
FPSTD10-P10-L12-B6,#134,,700
FPSTD10-P10-L12-B6,#135,,<-- is not numeric
FPSTD10-P10-L12-B6,#135,,800
FPSTD10-P10-L12-B6,#136,,<-- is not numeric
FPSTD10-P10-L12-B6,#136,,903
FPSTD10-P10-L12-B6,#137,,<-- is not numeric
FPSTD10-P10-L12-B6,#137,,1003
FPSTD10-P10-L12-B6,#138,,<-- is not numeric
FPSTD10-P10-L12-B6,#138,,1100
FPSTD10-P10-L12-B6,#139,,<-- is not numeric
FPSTD10-P10-L12-B6,#140,,<-- is not numeric
FPSTD10-P10-L12-B6,#141,,<-- is not numeric
FPSTD10-P10-L12-B6,#142,,<-- is not numeric
FPSTD10-P10-L12-B6,#142,,200
FPSTD10-P10-L12-B6,#143,,<-- is not numeric
FPSTD10-P10-L12-B6,#143,,5000
FPSTD10-P10-L12-B6,#144,,<-- is not numeric
FPSTD10-P10-L12-B6,#144,,0.08
FPSTD10-P10-L12-B6,#145,,<-- is not numeric
FPSTD10-P10-L12-B6,#146,,<-- is not numeric
FPSTD10-P10-L12-B6,#147,,<-- is not numeric
FPSTD10-P10-L12-B6,#148,,<-- is not numeric
FPSTD10-P10-L12-B6,#149,,<-- is not numeric
FPSTD10-P10-L12-B6,#150,,<-- is not numeric
FPSTD10-P10-L12-B6,#151,,<-- is not numeric
FPSTD10-P10-L12-B6,#151,,1380
FPSTD10-P10-L12-B6,#152,,<-- is not numeric
FPSTD10-P10-L12-B6,#152,,0.13
FPSTD10-P10-L12-B6,#153,,<-- is not numeric
FPSTD10-P10-L12-B6,#154,,<-- is not numeric
FPSTD10-P10-L12-B6,#154,,460
FPSTD10-P10-L12-B6,#155,,<-- is not numeric
FPSTD10-P10-L12-B6,#155,,0.14
FPSTD10-P10-L12-B6,#156,,<-- is not numeric
FPSTD10-P10-L12-B6,#157,,<-- is not numeric
FPSTD10-P10-L12-B6,#157,,950
FPSTD10-P10-L12-B6,#158,,<-- is not numeric
FPSTD10-P10-L12-B6,#158,,0.8
FPSTD10-P10-L12-B6,#159,,<-- is not numeric
FPSTD10-P10-L12-B6,#160,,<-- is not numeric
FPSTD10-P10-L12-B6,#160,,200
FPSTD10-P10-L12-B6,#161,,<-- is not numeric
FPSTD10-P10-L12-B6,#161,,6000
FPSTD10-P10-L12-B6,#162,,<-- is not numeric
FPSTD10-P10-L12-B6,#162,,0.1
FPSTD10-P10-L12-B6,#163,,<-- is not numeric
FPSTD10-P10-L12-B6,#164,,<-- is not numeric
FPSTD10-P10-L12-B6,#164,,80
FPSTD10-P10-L12-B6,#165,,<-- is not numeric
FPSTD10-P10-L12-B6,#165,,3000
FPSTD10-P10-L12-B6,#166,,<-- is not numeric
FPSTD10-P10-L12-B6,#166,,0.1
FPSTD10-P10-L12-B6,#167,,<-- is not numeric
FPSTD10-P10-L12-B6,#168,,<-- is not numeric
FPSTD10-P10-L12-B6,#168,,80
FPSTD10-P10-L12-B6,#169,,<-- is not numeric
FPSTD10-P10-L12-B6,#169,,3000
FPSTD10-P10-L12-B6,#170,,<-- is not numeric
FPSTD10-P10-L12-B6,#170,,0.1
FPSTD10-P10-L12-B6,#171,,<-- is not numeric
FPSTD10-P10-L12-B6,#172,,<-- is not numeric
FPSTD10-P10-L12-B6,#172,,200
FPSTD10-P10-L12-B6,#173,,<-- is not numeric
FPSTD10-P10-L12-B6,#173,,4000
FPSTD10-P10-L12-B6,#174,,<-- is not numeric
FPSTD10-P10-L12-B6,#174,,0.12
FPSTD10-P10-L12-B6,#175,,<-- is not numeric
FPSTD10-P10-L12-B6,#176,,<-- is not numeric
FPSTD10-P10-L12-B6,#176,,1500
FPSTD10-P10-L12-B6,#177,,<-- is not numeric
FPSTD10-P10-L12-B6,#177,,1
FPSTD10-P10-L12-B6,#178,,<-- is not numeric
FPSTD10-P10-L12-B6,#178,,0.1
FPSTD10-P10-L12-B6,#179,,<-- is not numeric
FPSTD10-P10-L12-B6,#180,,<-- is not numeric
FPSTD10-P10-L12-B6,#180,,120
FPSTD10-P10-L12-B6,#181,,<-- is not numeric
FPSTD10-P10-L12-B6,#181,,3000
FPSTD10-P10-L12-B6,#182,,<-- is not numeric
FPSTD10-P10-L12-B6,#182,,0.08
FPSTD10-P10-L12-B6,#183,,<-- is not numeric
FPSTD10-P10-L12-B6,#184,,<-- is not numeric
FPSTD10-P10-L12-B6,#184,,120
FPSTD10-P10-L12-B6,#185,,<-- is not numeric
FPSTD10-P10-L12-B6,#185,,2500
FPSTD10-P10-L12-B6,#186,,<-- is not numeric
FPSTD10-P10-L12-B6,#186,,0.1
FPSTD10-P10-L12-B6,#187,,<-- is not numeric
FPSTD10-P10-L12-B6,#188,,<-- is not numeric
FPSTD10-P10-L12-B6,#188,,4000
FPSTD10-P10-L12-B6,#189,,<-- is not numeric
FPSTD10-P10-L12-B6,#189,,0.05
FPSTD10-P10-L12-B6,#190,,<-- is not numeric
FPSTD10-P10-L12-B6,#191,,<-- is not numeric
FPSTD10-P10-L12-B6,#191,,160
FPSTD10-P10-L12-B6,#192,,<-- is not numeric
FPSTD10-P10-L12-B6,#192,,4000
FPSTD10-P10-L12-B6,#193,,<-- is not numeric
FPSTD10-P10-L12-B6,#193,,0.08
FPSTD10-P10-L12-B6,#194,,<-- is not numeric
FPSTD10-P10-L12-B6,#194,,1
FPSTD10-P10-L12-B6,#195,,<-- is not numeric
FPSTD10-P10-L12-B6,#196,,<-- is not numeric
FPSTD10-P10-L12-B6,#196,,160
FPSTD10-P10-L12-B6,#197,,<-- is not numeric
FPSTD10-P10-L12-B6,#197,,4000
FPSTD10-P10-L12-B6,#198,,<-- is not numeric
FPSTD10-P10-L12-B6,#198,,0.05
FPSTD10-P10-L12-B6,#199,,<-- is not numeric
FPSTD10-P10-L12-B6,#199,,0.1
FPSTD10-P10-L12-B6,#500,,<-- is not numeric
FPSTD10-P10-L12-B6,#501,,<-- is not numeric
FPSTD10-P10-L12-B6,#502,,<-- is not numeric
FPSTD10-P10-L12-B6,#503,,<-- is not numeric
FPSTD10-P10-L12-B6,#504,,<-- is not numeric
FPSTD10-P10-L12-B6,#504,,3551
FPSTD10-P10-L12-B6,#505,,<-- is not numeric
FPSTD10-P10-L12-B6,#505,,22
FPSTD10-P10-L12-B6,#506,,<-- is not numeric
FPSTD10-P10-L12-B6,#507,,<-- is not numeric
FPSTD10-P10-L12-B6,#507,,3552
FPSTD10-P10-L12-B6,#508,,<-- is not numeric
FPSTD10-P10-L12-B6,#508,,24
FPSTD10-P10-L12-B6,#509,,<-- is not numeric
FPSTD10-P10-L12-B6,#510,,<-- is not numeric
FPSTD10-P10-L12-B6,#510,,3553
FPSTD10-P10-L12-B6,#511,,<-- is not numeric
FPSTD10-P10-L12-B6,#511,,26
FPSTD10-P10-L12-B6,#512,,<-- is not numeric
FPSTD10-P10-L12-B6,#513,,<-- is not numeric
FPSTD10-P10-L12-B6,#513,,3551
FPSTD10-P10-L12-B6,#514,,<-- is not numeric
FPSTD10-P10-L12-B6,#515,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#100,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#100,,12
FPSTD10-P8.52-L12-B6.4,#101,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#101,,1
FPSTD10-P8.52-L12-B6.4,#102,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#102,,10
FPSTD10-P8.52-L12-B6.4,#103,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#103,,8.52
FPSTD10-P8.52-L12-B6.4,#104,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#104,,12
FPSTD10-P8.52-L12-B6.4,#105,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#105,,6.4
FPSTD10-P8.52-L12-B6.4,#106,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#106,,0.5
FPSTD10-P8.52-L12-B6.4,#107,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#107,,5
FPSTD10-P8.52-L12-B6.4,#108,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#108,,1
FPSTD10-P8.52-L12-B6.4,#109,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#109,,15
FPSTD10-P8.52-L12-B6.4,#110,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#111,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#111,,2.2
FPSTD10-P8.52-L12-B6.4,#112,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#112,,21.7
FPSTD10-P8.52-L12-B6.4,#113,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#113,,0.15
FPSTD10-P8.52-L12-B6.4,#114,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#114,,0.17
FPSTD10-P8.52-L12-B6.4,#115,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#115,,0.13
FPSTD10-P8.52-L12-B6.4,#116,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#116,,1.7
FPSTD10-P8.52-L12-B6.4,#117,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#117,,14.5
FPSTD10-P8.52-L12-B6.4,#118,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#118,,2.944
FPSTD10-P8.52-L12-B6.4,#119,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#119,,9.6
FPSTD10-P8.52-L12-B6.4,#120,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#120,,6.0208
FPSTD10-P8.52-L12-B6.4,#121,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#121,,1.6
FPSTD10-P8.52-L12-B6.4,#122,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#122,,6.9123
FPSTD10-P8.52-L12-B6.4,#123,,<-- is not numeric
FPSTD10-P8.52-L12-B6.4,#124,,<-- is not numeric
